Date,Country,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Clicks,Conversions,Conversion Type,Conversion Rate,Sessions
2025-07-07,GB,,facebook_int,SB_Display_Geo_Targeted_Awareness_Push_Jul'24,5697.0,84,sign_up,0.01474460242232754,5542
2024-04-18,JP,,tiktok_int,Retargeting_Social_Lookalike_New_Installs_Jan'24,224.0,8,install,0.03571428571428571,190
2024-12-07,IN,,facebook_int,Brand_Video_Geo_Targeted_KYC_Completed_Oct'24,3239.0,198,re-engagement,0.06112997838839148,2838
2025-08-08,IN,,googleadwords_int,SB_Video_Geo_Targeted_New_Installs_May'22,,50,purchase,,861
2024-12-13,IN,,direct,Performance_Video_Lookalike_New_Installs_Jan'22,3202.0,207,purchase,0.0646470955652717,3035
2025-09-02,US,,email_blast,Performance_Search_Geo_Targeted_New_Installs_Mar'22,,5,install,,5462
2025-08-12,IN,AdConnect,googleadwords_int,Retargeting_UAC_Geo_Targeted_New_Installs_Jan'24,6688.0,209,install,0.03125,6500
2025-05-28,IN,,organic,Retargeting_Search_English_KYC_Completed_Aug'23,1112.0,52,install,0.046762589928057555,989
2025-04-27,IN,,tiktok_int,Retargeting_Display_English_Awareness_Push_Dec'24,688.0,43,re-engagement,0.0625,684
2025-01-24,US,,affiliate_network,Performance_UAC_English_KYC_Completed_May'23,3117.0,195,sign_up,0.06256015399422522,2534
2024-04-02,BR,,email_blast,Retargeting_Social_English_Sales_Q3_Sep'24,,321,sign_up,,7306
2025-01-01,IN,,snapchat_int,Performance_UAC_Broad_Awareness_Push_Apr'23,,288,install,,5358
2024-07-06,BR,,email_blast,SB_UAC_Broad_KYC_Completed_Jun'22,6428.0,45,re-engagement,0.0070006222775357806,5073
2024-02-07,IN,,tiktok_int,Brand_Video_English_KYC_Completed_Dec'24,9186.0,403,re-attribution,0.04387110820814283,7920
2025-05-19,IN,,googleadwords_int,Brand_Display_Geo_Targeted_New_Installs_May'22,1347.0,84,install,0.062360801781737196,1106
2023-12-31,AU,GrowthMasters,facebook_int,Performance_Search_Broad_New_Installs_Aug'24,4006.0,228,install,0.05691462805791313,3544
2025-01-15,JP,AdConnect,googleadwords_int,Retargeting_Social_Hindi_KYC_Completed_Oct'24,6698.0,169,sign_up,0.025231412361899075,6675
2024-07-01,GB,,email_blast,SB_Social_Hindi_New_Installs_Nov'24,5549.0,18,re-engagement,0.003243827716705713,5200
2024-07-01,CA,,snapchat_int,SB_Social_Hindi_Awareness_Push_Feb'23,,8,re-attribution,,121
2023-11-18,GB,,googleadwords_int,SB_UAC_Hindi_KYC_Completed_Oct'24,1443.0,8,re-attribution,0.005544005544005544,1350
2025-06-08,DE,,snapchat_int,Retargeting_Search_English_KYC_Completed_Sep'22,2727.0,46,install,0.016868353502016868,2217
2024-11-23,CA,DigitalLeap,facebook_int,Retargeting_UAC_Hindi_Awareness_Push_Feb'22,3194.0,157,sign_up,0.04915466499686913,3172
2025-09-14,IN,,tiktok_int,Brand_Search_Geo_Targeted_New_Installs_Sep'23,6043.0,437,re-engagement,0.07231507529372828,5983
2024-12-07,BR,,affiliate_network,SB_UAC_Lookalike_New_Installs_Dec'23,,257,install,,4614
2025-01-15,JP,,snapchat_int,SB_UAC_Lookalike_Awareness_Push_Nov'22,2359.0,63,re-attribution,0.026706231454005934,2090
2023-12-25,IN,,googleadwords_int,SB_Social_English_New_Installs_Oct'23,2649.0,97,install,0.03661759154397886,2458
2025-05-21,BR,,affiliate_network,Brand_Video_Geo_Targeted_Sales_Q3_Nov'22,2819.0,188,sign_up,0.06669031571479248,2358
2024-02-12,IN,,direct,SB_Social_Geo_Targeted_KYC_Completed_Feb'24,7638.0,131,re-attribution,0.01715108667190364,6252
2025-03-05,IN,MarketPro,googleadwords_int,Retargeting_Social_Hindi_KYC_Completed_Sep'24,9360.0,360,purchase,0.038461538461538464,7830
2024-10-16,IN,AdConnect,snapchat_int,SB_UAC_English_Awareness_Push_Nov'24,785.0,35,sign_up,0.044585987261146494,761
2025-08-21,US,,direct,Performance_Social_English_Awareness_Push_Aug'23,9158.0,227,purchase,0.024787071412972265,7505
2024-07-10,IN,,affiliate_network,Brand_Display_Hindi_Awareness_Push_Jun'22,8346.0,420,re-engagement,0.0503235082674335,6511
2024-08-15,IN,,googleadwords_int,Performance_Search_Lookalike_KYC_Completed_Aug'23,,52,install,,990
2025-06-12,GB,,affiliate_network,Performance_Social_English_Awareness_Push_May'22,3797.0,107,install,0.028180142217540165,3781
2024-07-12,AU,,affiliate_network,SB_Display_Hindi_Awareness_Push_Feb'23,,274,sign_up,,4378
2024-12-26,GB,,facebook_int,SB_UAC_Hindi_New_Installs_May'22,,203,install,,2603
2024-04-12,US,,email_blast,Performance_Social_Geo_Targeted_Awareness_Push_Feb'23,1011.0,40,re-engagement,0.03956478733926805,805
2024-02-06,US,,snapchat_int,Retargeting_UAC_Hindi_New_Installs_May'22,9860.0,117,re-attribution,0.011866125760649087,7928
2024-09-23,CA,,organic,Performance_Video_Geo_Targeted_Sales_Q3_Mar'22,3449.0,213,re-engagement,0.061757031023485065,3322
2024-03-19,IN,,tiktok_int,Brand_Video_Geo_Targeted_Sales_Q3_Feb'23,877.0,52,re-attribution,0.059293044469783354,691
2023-11-28,IN,,organic,Retargeting_Video_Hindi_Awareness_Push_Apr'24,,412,install,,7522
2024-11-17,GB,,email_blast,SB_Display_Broad_New_Installs_Jan'23,,207,re-attribution,,3611
2024-04-26,JP,,organic,Brand_Display_Geo_Targeted_New_Installs_Sep'22,1432.0,5,purchase,0.0034916201117318434,1256
2025-05-19,IN,,snapchat_int,Performance_Display_English_New_Installs_Feb'22,545.0,34,install,0.062385321100917435,492
2024-06-23,JP,,tiktok_int,Performance_Social_Lookalike_Awareness_Push_Jan'23,6973.0,254,re-engagement,0.036426215402265885,5395
2024-04-24,US,,affiliate_network,SB_Display_Broad_Sales_Q3_Sep'23,5908.0,221,install,0.03740690589031821,5239
2025-04-28,IN,GrowthMasters,facebook_int,Brand_Social_English_Awareness_Push_Oct'22,2157.0,121,install,0.056096430227167364,1841
2023-12-30,AU,,affiliate_network,Retargeting_Display_Broad_Sales_Q3_Jun'22,7606.0,345,re-attribution,0.04535892716276624,6840
2024-02-16,IN,DigitalLeap,email_blast,Retargeting_Video_English_New_Installs_Feb'24,,122,purchase,,1600
2023-11-07,DE,DigitalLeap,snapchat_int,Retargeting_Video_English_Sales_Q3_Sep'24,,13,purchase,,2377
2024-05-19,BR,,snapchat_int,SB_Social_Geo_Targeted_Awareness_Push_Oct'23,3667.0,212,install,0.05781292609762749,3149
2025-03-22,IN,,email_blast,SB_Video_English_Awareness_Push_Oct'22,2419.0,163,re-engagement,0.06738321620504341,2166
2025-08-28,IN,,organic,SB_UAC_Geo_Targeted_Awareness_Push_Apr'22,2769.0,3,purchase,0.0010834236186348862,2478
2025-01-10,IN,AdConnect,facebook_int,Performance_Social_Lookalike_Awareness_Push_Dec'22,1191.0,25,install,0.020990764063811923,1086
2024-10-04,IN,,googleadwords_int,SB_Video_English_Sales_Q3_Aug'23,7323.0,402,sign_up,0.05489553461696026,5952
2023-10-25,US,MarketPro,affiliate_network,Retargeting_Display_Lookalike_Sales_Q3_Nov'24,2555.0,113,sign_up,0.04422700587084149,2205
2024-09-10,GB,,organic,SB_Video_English_New_Installs_Sep'24,,218,install,,5152
2024-09-29,JP,,direct,SB_Video_Broad_New_Installs_Dec'22,2349.0,66,sign_up,0.0280970625798212,2104
2025-05-12,US,,snapchat_int,SB_Display_Hindi_Awareness_Push_Apr'24,8236.0,175,sign_up,0.02124817872753764,7307
2024-08-13,JP,,affiliate_network,Brand_Video_Broad_KYC_Completed_Jan'23,7626.0,470,purchase,0.06163126147390506,6309
2024-04-09,IN,,snapchat_int,Retargeting_Video_Broad_KYC_Completed_Oct'24,2729.0,113,re-engagement,0.04140710883107365,2429
2025-03-20,IN,,organic,Performance_UAC_English_New_Installs_Dec'22,3200.0,146,purchase,0.045625,2498
2023-10-30,IN,MarketPro,organic,Performance_Social_English_Sales_Q3_May'22,,20,purchase,,2467
2023-11-30,IN,,affiliate_network,Retargeting_Display_Hindi_New_Installs_Sep'23,8926.0,70,purchase,0.007842258570468295,6977
2024-01-21,US,,direct,Performance_UAC_Lookalike_Awareness_Push_Aug'23,4902.0,326,install,0.06650346797225622,4273
2023-10-18,AU,GrowthMasters,organic,Retargeting_Display_Hindi_Awareness_Push_Jun'24,7775.0,170,re-engagement,0.021864951768488745,6062
2024-02-02,DE,,tiktok_int,Performance_Video_Broad_New_Installs_Jun'24,,16,re-engagement,,483
2024-02-20,IN,,organic,SB_Video_Hindi_Sales_Q3_Aug'23,,292,re-engagement,,7817
2024-07-10,IN,GrowthMasters,direct,SB_Social_English_KYC_Completed_Jan'22,7011.0,156,re-attribution,0.022250748823277707,5406
2024-08-31,BR,,snapchat_int,Performance_UAC_Lookalike_Sales_Q3_Sep'22,6810.0,24,re-engagement,0.003524229074889868,5833
2024-09-02,US,,organic,Performance_UAC_Lookalike_Sales_Q3_Oct'22,,495,purchase,,7982
2025-09-24,GB,,direct,Retargeting_Social_Broad_New_Installs_Oct'24,,91,re-attribution,,2119
2024-08-05,BR,,affiliate_network,Retargeting_Video_Hindi_Sales_Q3_Dec'22,,122,install,,3008
2023-12-24,IN,MarketPro,facebook_int,Brand_UAC_Broad_New_Installs_Nov'23,,98,purchase,,4362
2024-08-15,AU,,snapchat_int,Performance_Social_Broad_New_Installs_Nov'23,2600.0,178,install,0.06846153846153846,2486
2023-12-25,IN,,organic,Retargeting_Video_Lookalike_KYC_Completed_Sep'24,8161.0,32,re-attribution,0.003921088101948291,6630
2024-10-08,JP,,organic,Performance_Social_Broad_Sales_Q3_May'22,8515.0,420,re-engagement,0.04932472108044627,7927
2024-02-08,DE,,organic,SB_Video_Broad_New_Installs_Sep'23,7497.0,211,install,0.028144591169801253,7214
2025-03-22,CA,MarketPro,direct,Retargeting_Display_Broad_Sales_Q3_Dec'24,1672.0,111,purchase,0.06638755980861244,1503
2024-05-14,US,DigitalLeap,tiktok_int,SB_Social_Broad_Sales_Q3_Mar'24,6837.0,159,sign_up,0.023255813953488372,6256
2024-07-15,IN,,direct,SB_Display_Lookalike_New_Installs_May'24,5142.0,69,re-attribution,0.013418903150525088,4743
2025-09-13,IN,,facebook_int,Performance_Social_English_Sales_Q3_Oct'22,,13,install,,2273
2023-12-05,IN,,snapchat_int,SB_Display_Hindi_Sales_Q3_Oct'22,2376.0,15,re-attribution,0.006313131313131313,2060
2024-12-13,JP,,organic,Brand_Video_English_KYC_Completed_Feb'23,3033.0,180,install,0.05934718100890208,2531
2025-03-25,US,,organic,Brand_Display_Hindi_Sales_Q3_Jun'23,5454.0,285,sign_up,0.052255225522552254,4567
2025-01-29,GB,,facebook_int,Performance_Display_Hindi_New_Installs_Apr'23,,549,re-engagement,,7481
2023-11-10,JP,,organic,Performance_Display_Hindi_Sales_Q3_Jul'22,2116.0,106,re-attribution,0.0500945179584121,2023
2024-03-14,DE,,email_blast,Brand_Display_Hindi_KYC_Completed_Mar'23,484.0,13,sign_up,0.026859504132231406,414
2024-03-03,US,,organic,SB_UAC_Geo_Targeted_KYC_Completed_Jan'24,,147,purchase,,3991
2024-04-16,CA,AdConnect,tiktok_int,SB_Display_English_KYC_Completed_Apr'24,6513.0,192,purchase,0.02947950253339475,5201
2025-06-04,GB,,direct,Retargeting_Search_Hindi_KYC_Completed_Mar'24,1327.0,16,purchase,0.012057272042200452,1063
2025-04-21,AU,,affiliate_network,Brand_UAC_Hindi_KYC_Completed_Sep'23,,3,re-attribution,,596
2024-02-29,BR,,googleadwords_int,Retargeting_Social_English_Awareness_Push_May'24,3202.0,152,install,0.047470331043098064,3028
2023-10-19,AU,AdConnect,email_blast,SB_Display_Broad_KYC_Completed_Oct'24,2270.0,123,purchase,0.05418502202643172,1899
2025-03-13,US,,tiktok_int,SB_Display_Broad_New_Installs_Jul'24,,155,install,,5174
2024-01-07,IN,,affiliate_network,SB_Display_Hindi_KYC_Completed_Oct'24,5617.0,341,purchase,0.060708563290012466,5073
2025-09-08,JP,,affiliate_network,Retargeting_UAC_Lookalike_Sales_Q3_Oct'23,,211,sign_up,,2867
2024-05-23,CA,,affiliate_network,Performance_Search_Lookalike_Awareness_Push_Nov'22,3520.0,24,re-attribution,0.006818181818181818,3034
2024-04-28,AU,DigitalLeap,snapchat_int,Brand_Display_Broad_Sales_Q3_Mar'24,,140,re-engagement,,2806
2024-01-18,IN,,direct,Brand_Video_English_Awareness_Push_Jan'22,854.0,54,re-engagement,0.06323185011709602,693
2024-01-25,IN,,email_blast,Performance_Video_English_KYC_Completed_Aug'22,2538.0,75,purchase,0.02955082742316785,2252
2024-08-09,IN,,facebook_int,SB_Social_Lookalike_New_Installs_Nov'22,7224.0,527,re-attribution,0.07295127353266888,7013
2025-06-13,GB,MarketPro,organic,SB_Video_Geo_Targeted_Sales_Q3_Sep'22,5616.0,252,re-attribution,0.04487179487179487,5560
2024-04-18,GB,,direct,Performance_Display_Broad_KYC_Completed_Dec'24,9746.0,41,re-attribution,0.004206854093987277,7531
2023-12-17,US,,tiktok_int,SB_Search_Hindi_KYC_Completed_Jan'22,5256.0,115,purchase,0.021879756468797563,4163
2023-12-21,DE,MarketPro,organic,Retargeting_Display_Broad_Sales_Q3_Aug'22,,84,re-attribution,,3471
2024-07-02,IN,GrowthMasters,direct,Brand_UAC_Hindi_Awareness_Push_May'22,5777.0,55,sign_up,0.009520512376666089,5197
2025-07-17,US,,organic,Performance_UAC_Broad_Awareness_Push_Feb'24,6948.0,113,re-engagement,0.016263672999424293,6291
2025-07-10,GB,DigitalLeap,snapchat_int,Brand_Search_Hindi_Awareness_Push_Nov'23,5923.0,47,install,0.007935167989194665,5550
2025-02-13,US,,direct,Retargeting_Social_Lookalike_KYC_Completed_May'22,9486.0,337,install,0.035526038372338184,7387
2024-05-19,IN,,googleadwords_int,Retargeting_Video_Lookalike_KYC_Completed_Oct'22,,374,re-attribution,,6073
2025-09-02,IN,,affiliate_network,SB_Display_Hindi_KYC_Completed_Dec'24,1404.0,6,sign_up,0.004273504273504274,1199
2024-11-20,IN,,tiktok_int,SB_Display_Geo_Targeted_KYC_Completed_Jul'22,455.0,16,purchase,0.035164835164835165,371
2024-05-13,IN,,affiliate_network,Retargeting_Search_Geo_Targeted_Sales_Q3_Oct'22,6377.0,71,purchase,0.011133761957033087,5725
2025-09-18,BR,,direct,Retargeting_Video_Geo_Targeted_KYC_Completed_Jan'24,5007.0,126,install,0.025164769322947873,4752
2025-03-28,US,,organic,Brand_UAC_English_New_Installs_May'24,2876.0,50,purchase,0.017385257301808066,2379
2024-12-21,US,,tiktok_int,Brand_Search_Broad_KYC_Completed_Nov'24,9732.0,442,re-attribution,0.04541718043567612,7590
2024-06-30,US,,organic,Retargeting_Display_English_Awareness_Push_Aug'22,,14,sign_up,,434
2023-10-24,IN,AdConnect,affiliate_network,Performance_Social_English_New_Installs_Oct'23,3568.0,137,install,0.038396860986547085,3038
2025-08-20,IN,,snapchat_int,Retargeting_Search_Geo_Targeted_KYC_Completed_Jul'23,,48,purchase,,1456
2025-05-09,CA,,snapchat_int,Performance_Search_English_Awareness_Push_Jan'22,4767.0,79,install,0.01657226767358926,4672
2024-08-18,BR,,facebook_int,Retargeting_UAC_Broad_KYC_Completed_Mar'23,,170,purchase,,3376
2024-08-12,IN,,googleadwords_int,Performance_Display_English_Awareness_Push_Apr'22,,114,re-engagement,,2193
2025-08-29,IN,,organic,Brand_Social_Hindi_KYC_Completed_Apr'24,4519.0,223,sign_up,0.049347200708121264,3694
2023-12-28,DE,,email_blast,SB_Display_Hindi_KYC_Completed_Mar'23,,162,re-attribution,,4139
2023-12-30,AU,,tiktok_int,Retargeting_Search_Broad_KYC_Completed_Jul'22,,305,re-engagement,,7023
2024-01-21,BR,,affiliate_network,Retargeting_Video_Lookalike_KYC_Completed_May'23,900.0,2,re-attribution,0.0022222222222222222,736
2024-07-09,IN,,direct,Brand_Video_English_KYC_Completed_Nov'22,5815.0,130,re-engagement,0.02235597592433362,5774
2024-12-26,DE,DigitalLeap,snapchat_int,Retargeting_Search_Broad_Awareness_Push_Jul'24,,195,install,,3330
2024-04-21,IN,,snapchat_int,SB_UAC_Geo_Targeted_KYC_Completed_May'24,6322.0,372,sign_up,0.05884213856374565,6227
2024-10-21,IN,,email_blast,Retargeting_UAC_Lookalike_Sales_Q3_May'23,1006.0,37,sign_up,0.036779324055666,820
2025-01-17,US,,tiktok_int,Performance_Social_Lookalike_New_Installs_Sep'22,6122.0,70,re-engagement,0.011434171839268212,5131
2025-07-24,IN,,googleadwords_int,Retargeting_Video_Lookalike_Sales_Q3_May'22,78.0,2,sign_up,0.02564102564102564,71
2025-10-01,IN,,direct,Retargeting_Social_English_Sales_Q3_Jul'22,211.0,2,purchase,0.009478672985781991,165
2024-08-21,IN,GrowthMasters,tiktok_int,SB_Display_Geo_Targeted_KYC_Completed_Apr'24,820.0,43,purchase,0.0524390243902439,686
2024-11-26,IN,,affiliate_network,Performance_Display_Geo_Targeted_New_Installs_Nov'24,1773.0,62,re-engagement,0.03496897913141568,1417
2024-04-30,IN,,snapchat_int,SB_Video_Lookalike_Sales_Q3_Jan'23,,3,install,,196
2024-05-25,IN,,facebook_int,Retargeting_Display_Hindi_New_Installs_Jan'24,6824.0,112,purchase,0.016412661195779603,6748
2024-07-20,IN,GrowthMasters,affiliate_network,Brand_UAC_English_KYC_Completed_Oct'24,8977.0,563,re-engagement,0.06271582934165089,7468
2025-03-23,IN,,tiktok_int,Performance_Display_Broad_KYC_Completed_Jun'22,,77,purchase,,5179
2024-06-30,GB,,snapchat_int,Brand_Search_Broad_Sales_Q3_Apr'24,,279,purchase,,4079
2024-04-29,JP,,email_blast,Brand_Video_English_Sales_Q3_Jan'23,,85,sign_up,,6251
2023-12-30,IN,DigitalLeap,googleadwords_int,Brand_Search_Geo_Targeted_Awareness_Push_Oct'22,1744.0,52,install,0.02981651376146789,1432
2024-08-28,CA,,affiliate_network,Brand_Video_Geo_Targeted_New_Installs_Mar'22,3518.0,187,re-engagement,0.053155201819215465,2707
2024-06-19,IN,,direct,Retargeting_Video_Geo_Targeted_KYC_Completed_Dec'23,5683.0,59,re-engagement,0.010381840577159952,4869
2025-03-16,IN,,email_blast,Performance_Video_Broad_New_Installs_Jun'23,6427.0,41,purchase,0.006379337171308542,5916
2025-08-15,IN,,tiktok_int,SB_UAC_Broad_Sales_Q3_Aug'24,1797.0,44,install,0.02448525319977741,1389
2025-02-10,US,,facebook_int,SB_UAC_Broad_KYC_Completed_Jul'24,6577.0,192,install,0.029192641021742436,5410
2025-05-09,IN,,affiliate_network,Brand_Social_Geo_Targeted_New_Installs_Jun'22,4916.0,103,re-engagement,0.0209519934906428,4816
2024-08-24,US,,affiliate_network,Performance_Search_Lookalike_KYC_Completed_Jun'24,3539.0,40,sign_up,0.011302627860977677,3440
2024-12-04,IN,,direct,SB_Search_Broad_Sales_Q3_Jan'23,2188.0,31,purchase,0.01416819012797075,1832
2024-10-13,DE,,affiliate_network,SB_UAC_Broad_Awareness_Push_May'23,647.0,41,re-engagement,0.0633693972179289,551
2024-02-05,GB,,snapchat_int,SB_Video_Lookalike_Awareness_Push_Feb'23,,55,sign_up,,1410
2023-12-12,IN,,snapchat_int,Performance_UAC_Lookalike_Sales_Q3_Jun'23,5850.0,226,purchase,0.03863247863247863,5038
2025-05-23,US,,organic,Retargeting_Video_Hindi_New_Installs_Aug'24,,498,install,,7810
2024-10-12,IN,,direct,Retargeting_Display_Hindi_KYC_Completed_Mar'23,,49,re-engagement,,1829
2024-02-18,DE,,snapchat_int,Brand_Social_English_New_Installs_Oct'23,3883.0,149,re-attribution,0.038372392480041206,3356
2025-05-06,AU,,email_blast,Brand_Social_English_New_Installs_Nov'22,,355,purchase,,4502
2023-12-22,IN,DigitalLeap,email_blast,Performance_Video_English_New_Installs_Jun'22,8270.0,358,re-attribution,0.04328899637243047,7333
2024-10-29,AU,,affiliate_network,SB_UAC_English_Awareness_Push_Oct'23,4246.0,184,re-engagement,0.04333490343853038,3843
2025-05-23,DE,DigitalLeap,direct,Brand_UAC_Hindi_Sales_Q3_Apr'23,604.0,19,purchase,0.03145695364238411,504
2025-05-09,IN,,tiktok_int,Retargeting_Display_Lookalike_New_Installs_Apr'22,,23,re-attribution,,371
2023-11-22,IN,,snapchat_int,Performance_UAC_English_New_Installs_Feb'24,3182.0,73,purchase,0.02294154619736015,2475
2024-03-21,US,,email_blast,SB_Video_Geo_Targeted_Awareness_Push_Jan'24,485.0,11,re-engagement,0.02268041237113402,398
2025-03-06,JP,,tiktok_int,Retargeting_Video_English_KYC_Completed_Dec'23,,3,re-engagement,,141
2024-03-21,IN,,facebook_int,Performance_Display_Broad_KYC_Completed_Aug'23,659.0,1,install,0.0015174506828528073,586
2023-11-06,CA,,googleadwords_int,Brand_Search_Geo_Targeted_Awareness_Push_Mar'24,2959.0,84,install,0.028387968908415006,2729
2025-05-06,CA,,snapchat_int,Retargeting_Search_English_KYC_Completed_Oct'24,,10,install,,299
2024-04-28,US,,affiliate_network,Retargeting_UAC_English_Awareness_Push_Dec'24,8321.0,304,re-attribution,0.036534070424227856,6959
2024-05-14,IN,,direct,SB_UAC_Geo_Targeted_Awareness_Push_Jul'24,6228.0,251,sign_up,0.04030186255619782,5073
2025-07-05,US,,facebook_int,Brand_Search_English_Sales_Q3_Jun'23,5960.0,388,re-attribution,0.06510067114093959,5094
2023-12-22,GB,,tiktok_int,SB_Search_English_KYC_Completed_Jan'24,,55,install,,1423
2024-06-11,IN,,tiktok_int,SB_Display_Geo_Targeted_New_Installs_Feb'24,3558.0,182,re-attribution,0.051152332771219784,2907
2025-03-12,IN,,direct,Brand_Social_Broad_New_Installs_Feb'22,6702.0,401,re-engagement,0.059832885705759474,6135
2025-08-04,DE,,email_blast,SB_Social_Broad_Sales_Q3_Mar'24,4842.0,31,install,0.006402313093762908,3925
2024-05-20,JP,AdConnect,organic,SB_Video_Geo_Targeted_Awareness_Push_Jan'23,2689.0,153,purchase,0.05689847526961696,2540
2025-04-12,US,GrowthMasters,tiktok_int,Performance_UAC_Lookalike_Awareness_Push_Jun'24,7703.0,270,purchase,0.03505127872257562,6637
2024-02-25,US,,snapchat_int,Performance_UAC_Broad_KYC_Completed_Jun'22,1220.0,83,re-engagement,0.0680327868852459,1048
2025-05-25,IN,,organic,Performance_UAC_Lookalike_Awareness_Push_Nov'23,3782.0,76,sign_up,0.02009518773135907,3631
2025-02-17,IN,,facebook_int,Performance_UAC_Geo_Targeted_New_Installs_Mar'23,1602.0,43,re-engagement,0.026841448189762796,1507
2024-12-19,IN,,affiliate_network,Performance_Video_English_New_Installs_Sep'23,7350.0,153,re-engagement,0.020816326530612245,6271
2025-07-26,GB,,email_blast,Performance_Video_Geo_Targeted_Awareness_Push_Jan'22,,70,sign_up,,1475
2025-07-11,IN,,snapchat_int,Retargeting_Video_Hindi_KYC_Completed_Sep'24,1966.0,31,re-engagement,0.015768056968463885,1824
2025-02-28,US,,affiliate_network,Retargeting_Video_Lookalike_Awareness_Push_Jun'22,2031.0,21,purchase,0.0103397341211226,1926
2024-01-06,AU,,snapchat_int,Performance_Social_Hindi_KYC_Completed_Nov'22,5844.0,279,re-engagement,0.047741273100616016,5121
2024-01-24,US,MarketPro,facebook_int,SB_Display_Geo_Targeted_Awareness_Push_Mar'23,5746.0,358,install,0.06230421162547859,4706
2023-11-09,US,,googleadwords_int,Retargeting_Display_Hindi_New_Installs_Apr'23,1307.0,90,purchase,0.06885998469778118,1168
2025-08-01,BR,,affiliate_network,SB_Social_Geo_Targeted_Sales_Q3_Oct'24,9109.0,131,install,0.014381381051707103,7700
2024-04-22,JP,,tiktok_int,SB_Display_Lookalike_Sales_Q3_Apr'23,2782.0,199,sign_up,0.0715312724658519,2531
2025-04-03,GB,,snapchat_int,Performance_Social_Geo_Targeted_New_Installs_Jul'24,,38,re-attribution,,1957
2025-05-20,IN,,tiktok_int,SB_UAC_English_KYC_Completed_May'24,,93,purchase,,3753
2024-04-06,IN,,snapchat_int,Performance_Display_Broad_Awareness_Push_Jul'23,5284.0,32,purchase,0.006056018168054504,5028
2025-10-07,DE,,snapchat_int,Performance_Display_Hindi_Sales_Q3_Dec'22,,63,re-engagement,,3290
2025-01-22,IN,,affiliate_network,SB_UAC_Lookalike_Awareness_Push_Oct'24,70.0,4,sign_up,0.05714285714285714,56
2023-10-27,IN,,affiliate_network,SB_Video_Hindi_KYC_Completed_Jul'22,7681.0,530,install,0.06900143210519463,6949
2024-08-22,US,,affiliate_network,Performance_Search_English_KYC_Completed_Aug'23,,15,re-attribution,,2319
2025-08-12,IN,,snapchat_int,SB_Social_English_Awareness_Push_Dec'23,5990.0,108,sign_up,0.018030050083472453,4688
2024-11-28,IN,,email_blast,Performance_Video_English_Awareness_Push_Dec'23,6340.0,296,re-attribution,0.04668769716088328,6050
